id,name,surname,city,street,street_number,postal_code
257782991,Lila,Sztwiertnia,Hajnówka,Bitschana Jurka,745,45-542
293120989,Teodezja,Cholewczyńska,Koszalin,Książąt Czartoryskich Zaułek,1037,22-376
151582736,Augustyn,Janowski,Parczew,Paczkowska,396,63-391
114231589,Klementyna,Sarnowska,Stepnica,Bożego Miłosierdzia,1343,12-777
13322036,Robert,Korzeniak,Chełm,Za Lipkami,826,30-866
548764062,Celestyna,Szczawińska,Sośnicowice,Opalowa,865,28-501
32819627,Janusz,Szajda,Strzelce Krajeńskie,Przytoczna,5,83-067
18411174,Lena,Samek,Połaniec,Hutnika Michaiła,807,47-085
27534745,Robert,Szwedowski,Giżycko,Bankowa,385,77-597
352945238,Ariela,Wąsiel,Kcynia,Drużbickiego Kaspra,808,39-020
528337242,Olimpia,Brodowicz,Siedliszcze,Prusimska,484,70-409
224692651,Jowita,Korzeniak,Nowy Targ,Kowalewicka,846,51-698
11062267,Teofil,Kurowski,Dębno,Nidziańska,407,58-639
348887406,Bogna,Dąbek,Pińczów,Pabianicka,178,82-112
22896108,Krzysztof,Krupski,Okonek,Pękowicka,1186,23-151
6702327,Rachela,Bagińska,Lidzbark,Wandy Kopiec,194,34-592
26323191,Tytus,Rusek,Otmuchów,Szymborska,390,48-870
32001865,Gienia,Krasińska,Mosina,Brązownicza,1166,62-602
218963668,Patryk,Olekszyk,Skarszewy,Sidzińska,1396,61-161
163686220,Ewa,Ramotowska,Biały Bór,Ławica,690,42-522
40448499,Ludwika,Smulikowska,Białystok,Rumcajsa,97,87-193
389049887,Norberta,Pietrzykowska,Brok,Kmieca,348,13-051
73092110,Ferdynand,Smoliński,Polanów,Wilkońskich,910,98-866
23515721,Gaja,Uryga,Sieniawa,Poplińskich,290,07-469
118909244,Apoloniusz,Samsonowicz,Aleksandrów Łódzki,Śliwiaka Tadeusza,14,79-497
39340219,Cezary,Dzielski,Szamotuły,Jeżynowa,1249,36-274
92941674,Jan,Grocholski,Lubraniec,Zawodzie,160,52-120
243140271,Gabriel,Dąbek,Zakroczym,Koziorożca,212,05-528
84301056,Bogdan,Staszewski,Stęszew,Chłopska,105,03-212
52696546,Urszula,Przeździecka,Żerków,Kanonierów,822,63-139
10082450,Felicja,Markiewicz,Borek Wielkopolski,Na Barciach,980,04-509
20623613,Zbyszek,Szczepanowski,Szubin,Galileusza,920,75-577
188369184,Jowita,Rusek,Radomyśl Wielki,Kapelanka,74,78-073
516221631,Nela,Kucharska,Stąporków,Brzozowa,35,97-998
24175378,Huberta,Piwarska,Sokółka,Zdzisławy,772,71-478
180735251,Penelopa,Suwart,Resko,Wałbrzyska,740,96-265
1530829,Józefina,Kucharczyk,Karpacz,Liryczna,626,94-671
595469892,Sara,Grzesiak,Borne Sulinowo,Żytnia,712,88-449
182354624,Wacława,Pietraszek,Olkusz,Wieprawska,876,01-396
506223493,Cezary,Fijewski,Malbork,Kochanowskiego Jana,882,29-388
252241057,Donald,Tarczyński,Lubawka,Kastylijska,842,74-486
66499848,Arleta,Galińska,Kłecko,Ławnicza,759,99-768
446221005,Beniamin,Krupiński,Kock,Topazowa,334,96-367
77964621,Rudolf,Morawski,Zabłudów,Konfederacka,243,28-180
187535005,Jacenty,Podsiadło,Gostyń,Krańcowa,1222,17-535
109229404,Miron,Matuszewski,Nidzica,Biecka,235,58-807
65109914,Tomek,Wolański,Strzegom,Grzecha Jana,535,50-437
141724908,Lucjusz,Roguski,Bojanowo,Kwidzyńska,1032,41-362
303323014,Tekla,Szojda,Częstochowa,Drogowców,1071,25-745
97915237,Cezary,Wiszowaty,Dobczyce,Rypińska,1358,47-866
250133374,Wyszomir,Ostrowski,Książ Wielkopolski,Małachowskiego Stanisława,920,96-650
10269928,Gabriel,Orski,Krosno,Srebrna,110,10-941
462188925,Marleta,Drewnowska,Hrubieszów,Halna,248,24-789
393425752,Irka,Wałach,Gryfino,Solówki,454,63-462
190902622,Marcin,Drewnowski,Lubień Kujawski,Szafirkowa,282,33-486
292559461,Afrodyta,Gawkowska,Gozdnica,Fieldorfa Augusta Emila,1161,93-740
201261441,Jeremi,Janowski,Pakość,Drożdżowa,1293,60-880
104020017,Polina,Dołęga-Zakrzewska,Strzelce Krajeńskie,Cukrownicza,618,29-489
255275094,Rozalia,Tarkowska,Jaraczewo,Sierpińskiego Wacława,461,90-989
6308307,Iwan,Szymczyk,Kętrzyn,Zielony Dół,979,15-896
4673747,Rudolf,Kozubowski,Mikołajki,Łosiówka,1226,89-932
2814947,Konrad,Szpanowski,Nowe Miasto nad Pilicą,Uradzka,200,26-692
50403610,Bronisław,Jurczyk,Tłuszcz,Borecka,394,79-806
101333108,Diana,Korzeniak,Kożuchów,Skrzatów,535,61-083
119217047,Faustyna,Kołodziej,Sulejów,Zawodzie,320,72-122
29266297,Brunon,Grabski,Nałęczów,Zakątek,1027,95-379
73733326,Julian,Partyka,Skawina,Starego Mieszka,1123,35-057
205507342,Tadeusz,Gawkowski,Oborniki Śląskie,Husarska,1158,39-994
245773559,Remigiusz,Kubicz,Czerwionka-Leszczyny,Juranda Ze Spychowa,513,83-964
117004886,Fryderyka,Jastrzębska,Terespol,Szpotańskiego Janusza,1161,80-590
64650772,Ala,Urbanik,Hajnówka,Wilkońskich,837,41-298
32610663,Adolf,Janicki,Prudnik,Różyckiego Jerzego,767,06-307
241712906,Adrian,Przewalski,Nakło nad Notecią,Suliszewska,92,39-681
4128184,Bazyli,Jastrzębski,Murowana Goślina,Augustowska,461,93-104
342062914,Wiola,Chlebowska,Korsze,Pleszowska,465,81-897
20030317,Łucjan,Walczak,Jedlicze,Dunajecka,378,02-948
145047490,Julianna,Makowska,Zgorzelec,Czerniejewska,133,71-734
168365643,Halka,Jarmakowska,Miechów,Zaporębie,322,25-654
3579848,Wawrzyn,Kownacki,Ostrów Wielkopolski,Do Luboni,886,49-735
442759036,Ewa,Czechowska,Działoszyn,Boratyńskiego Czesława,888,33-103
270997252,Olga,Tarczyńska,Okonek,Przełazek,745,81-333
558848637,Ariela,Szczepanowska,Susz,Krzewowa,279,67-570
147252209,Dariusz,Gawlik,Oleśnica,Obrzeże,921,76-938
229801891,Basia,Suwart,Dębica,Brodnicka,994,22-046
220608142,Marysia,Sowa,Skoczów,Domki,747,68-637
353639045,Augustyna,Syrewicz,Kłodzko,Srzednickiego Konrada,961,99-415
95089376,Monika,Janiszewska,Olesno,Rowida Henryka,526,53-087
30960688,Oskar,Urbański,Bobowa,Małopolska,1133,58-324
20458975,Felicjana,Olszowska,Błaszki,Sopocka,579,93-327
22794991,Jola,Czech,Andrychów,Isep,1350,36-993
75364760,Piotr,Kot,Konstancin-Jeziorna,Szelburg-Zarębiny Ewy,990,23-554
113088299,Kołodziej,Dobrucki,Krzywiń,Alzacka,163,26-557
302124368,Teodora,Regulska,Prabuty,Skrzydlata,368,76-300
150541327,Pelagiusz,Gawron,Rydułtowy,Inowrocławska,1244,76-575
97669103,Piotr,Łuczak,Mikstat,Rybacka,419,22-346
25244928,Nela,Hejmo,Świdnik,Kalenkiewicza Macieja,919,13-347
131443211,Juliusz,Bużeński,Nisko,Polanka,881,34-138
5607766,Mira,Arciszewska,Piaseczno,Kosmonautów,166,20-671
6649943,Ignacy,Białas,Konstancin-Jeziorna,Na Ustroniu,1116,13-469
226517721,Michał,Gościniak,Głuchołazy,Połczyńska,691,37-326
214879560,Krystian,Makowiecki,Bydgoszcz,Hamernia,1144,46-121
4967813,Sobiesław,Kaznowski,Gniewkowo,Święcickiego Heliodora,499,82-729
457596961,Honorata,Świnarska,Choszczno,Przymiarki,228,44-750
342700591,Odetta,Paradowska,Jeziorany,Pułaskiego Kazimierza,1235,81-887
1112157,Zosia,Szczepanik,Kazimierz Dolny,Wagi,1093,09-112
83558146,Hektor,Gałecki,Goleniów,Skotnicka,323,53-009
71948899,Antoni,Urbaniak,Nidzica,Przebiśniegów,1179,65-110
398021591,Ula,Strużyna,Sława,Mylna,547,13-901
13279942,Gienia,Zielonko,Proszowice,Zielony Dół,569,41-394
25549868,Maksyma,Pilarska,Suchań,Prylińskiego Tomasza,865,85-235
7680095,Zenek,Palowicz,Czchów,Szubińska,1172,93-117
98833358,Renarda,Urbaniak,Konstantynów Łódzki,Świętego Brata Alberta,826,27-420
155121368,Magdalena,Kossowska,Hrubieszów,Pałacowa,823,55-860
467018121,Malina,Suchecka,Mikstat,Mały Płaszów,1041,54-537
34124033,Maciek,Gołębiewski,Łęczna,Pasłęcka,781,39-503
6426732,Celestyn,Pluta,Drohiczyn,Kamieńska,1220,90-701
119399583,Gertruda,Szablewska,Ostrzeszów,Fałata Juliana,474,62-200
124769132,Kinga,Roguska,Nowe,Łazarskiego Jana,673,22-924
527360022,Bartosz,Wierzbowski,Poznań,Wandejska,1324,58-320
6689335,Cyprian,Kucharski,Zator,Pionierów,608,22-562
115788580,Otylia,Odrzywolska,Kamień Krajeński,Władymira,30,33-706
2457774,Beniamin,Sadowski,Annopol,Krasnowolskiego Józefa,1027,92-036
218731608,Sławomira,Mejsztowicz,Mieszkowice,Nad Seganką,1016,27-446
196418269,Adrian,Pankiewicz,Orneta,Żyzna,771,29-271
99239198,Stefania,Wruk,Sokółka,Małachowskiego Stanisława,143,83-003
42323431,Alberta,Kowalczyk,Bielawa,Próchnika Adama,1278,99-118
137407554,Klaudia,Orska,Tuliszków,Fikusowa,181,01-228
570225513,Marcela,Jabłkowska,Zator,Jana Pawła II,1158,67-689
21186609,Boguchwał,Wieczorkowski,Lubartów,Jagodowa,1165,43-839
18133826,Wacława,Wojciechowska,Połaniec,Cyniowa,586,94-250
922385,Jaromił,Perkowski,Gogolin,Komandoria,253,01-033
120056173,Maksym,Nowacki,Hrubieszów,Pasieczna,669,39-682
21661625,Gabriela,Kucharska,Żmigród,Piłkarska,638,53-312
232926558,Gustawa,Weryszko,Barcin,Parafialna,910,54-426
359728548,Mieczysława,Winnicka,Rydułtowy,Warmijska,632,08-484
67228371,Gniewomir,Kasprowicz,Sławno,Klemensa Z Ruszczy,995,87-138
251327693,Iwan,Karwowski,Baranów Sandomierski,Urwista,343,63-565
38645050,Gienek,Witczyk,Niepołomice,Świętej Kingi,189,90-660
60108163,Hieronim,Jakimowicz,Nakło nad Notecią,Powstańców,765,84-840
12800239,Radomir,Waglewski,Niepołomice,Rzeszowska,868,04-993
81107176,Wincenty,Mazurek,Rydzyna,Jaskra Mikołaja,477,74-806
531675645,Irka,Czyszek,Paczków,Prochowa,571,00-231
390425815,Amelia,Musiał,Płoty,Sabały Jana,1130,71-455
553067698,Tola,Chmiel,Wołczyn,Templińska,532,34-629
43193958,Flawia,Klimczuk,Łapy,Porfirowa,1276,70-044
88184435,Adrian,Betliński,Tarczyn,Husarska,724,08-184
87815995,Ola,Dutkiewicz,Łobżenica,Stryjeńskiej Zofii,920,34-361
388799826,Mariusz,Zając,Sierpc,Pałacowa,464,15-748
123032444,Lubomir,Kaczor,Poniatowa,Ostrobramska,241,76-489
50870867,Ildefonsa,Moraczewska,Kowalewo Pomorskie,Gotycka,297,82-107
143052247,Nina,Kucharczyk,Janowiec Wielkopolski,Cyniowa,527,30-718
158748344,Adela,Adamiec,Radlin,Trasa Warszawska,500,59-922
65801556,Mirosława,Olechowska,Brzesko,Kurpińskiego Karola,158,62-408
317291229,Liwia,Lipska,Wągrowiec,Inspektowa,10,56-562
23477637,Jarek,Piekarski,Lipsk,Farmaceutów,494,97-458
266780295,Anastazy,Pilarski,Dobiegniew,Powstań Narodowych,1266,63-144
598995505,Bianka,Strzemecka,Jastrzębie-Zdrój,Na Błonie,440,90-812
13438652,Emilian,Nowakowski,Pieniężno,Dzicza,194,74-879
89155716,Artem,Sulej,Kazimierz Dolny,Świdnicka,48,16-452
524913830,Sławomir,Arciszewski,Augustów,Pigonia Stanisława,595,07-861
259922498,Sara,Roszkowska,Orzysz,Kołaczy,896,58-964
13292896,Dobiesława,Smolik,Łańcut,Danysz Anny,871,67-352
238922901,Linda,Filipowicz,Płoty,Królowej Marysieńki,660,03-297
133938269,Gniewko,Ambroziak,Pakość,Podbagnie,1230,80-164
439061538,Sławomira,Tatarkiewicz,Łask,Kremerowska,258,99-560
22110191,Benedykt,Maciejewski,Brzeg,Owidiusza,185,95-145
65320669,Mirosława,Ambroziak,Trzebinia,Korbielowska,404,60-113
174569751,Aleksandra,Stróżek,Złoczew,Twaroga Franciszka,161,26-983
86231704,Radomiła,Grzesiak,Mosina,Gwieździsta,844,11-022
31300077,Lidia,Olejniczak,Żywiec,Wierzbowa,56,04-702
121827058,Maria,Ochocka,Rawa Mazowiecka,Wituchowska,607,40-881
172604336,Arleta,Damboń,Pobiedziska,Forteczna,559,89-954
77813481,Sandra,Kaczanowska,Rudnik nad Sanem,Syrokomli Władysława,1005,22-321
2627827,Wiola,Bareja,Siedlce,Jana Pawła II,376,24-171
55949424,Urszula,Baran,Suchedniów,Chojnicka,186,13-908
33432852,Zenobiusz,Sowa,Kępno,Dobiegniewska,988,17-114
354778704,Zdzisław,Kołłątaj,Lipno,Chrobrego Bolesława,113,45-999
163116313,Kostek,Świerczewski,Radków,Bochenka Adama,1054,12-027
472371977,Lucjana,Leśniewska,Ogrodzieniec,Puławska,921,74-316
221525464,Sandra,Koziej,Lewin Brzeski,Kuryłowicza Jerzego,827,37-654
189492514,Teodor,Umiński,Kluczbork,Dziewanny,954,50-934
26191961,Benedykta,Bończak,Kolno,Turkusowa,170,01-700
518699850,Bernadeta,Bieniasz,Gostyń,Bolesławy,553,68-860
38222321,Gerald,Kołłątaj,Łomianki,Franowo,814,18-252
423956553,Maniek,Pietraszek,Siedliszcze,Łebska,1103,62-086
292332443,Gracja,Korwin-Szymanowska,Lidzbark Warmiński,Szopkarzy,592,97-185
44661354,Ida,Kucharska,Ujście,Szymonowica Szymona,355,71-096
37618057,Sara,Reszke,Polanów,Łupowska,238,29-168
224596928,Klementyna,Kijańska,Gniewkowo,Zwrotnicza,1242,00-381
338182336,Jagna,Boguska,Nowogród,Bobrzeckiej Marii,345,62-181
13549024,Lubomir,Burzyński,Złocieniec,Ćwikłowa,114,37-559
126574807,Bronisław,Gombrowicz,Miłosław,Warneńczyka Władysława,899,81-095
178429,Izrael,Waśkowicz,Opoczno,Kalenkiewicza Macieja,661,32-276
62245481,Longin,Pietraszek,Opatów,Żubrowa,1349,03-418
511307965,Cezariusz,Gąsiorowski,Tarnowskie Góry,Jadźwingów,458,07-896
424601054,Maryla,Damboń,Zawidów,Kijaków Bronisławy I Jana,407,77-380
1008427,Waldemar,Rocki,Oświęcim,Słowackiego Juliusza,196,51-688
21740582,Amadeusz,Frydrychowicz,Oleśnica,Świętej Kingi,1210,64-419
41789529,Stanisław,Maculewicz,Supraśl,Popiela Karola,1396,46-621
93983566,Joachim,Sztwiertnia,Trzebiatów,Żuławskiego Jerzego,1138,17-036
373938587,Zygfryda,Sadowska,Gdańsk,Kiepury Jana,837,59-994
233655622,Gertruda,Kwiatkowska,Wołomin,Puszczyków,470,01-263
414691067,Irena,Pietrzak,Piła,Rubież,396,05-899
328772720,Gwidon,Dołęga-Zakrzewski,Tarnów,Nowy Dwór,664,58-719
265564072,Wyszomir,Kot,Połaniec,Łężce,38,82-509
458078520,Alberta,Śliwa,Śmigiel,Na Polach,1061,09-979
127079835,Donald,Skibiński,Stąporków,Rzeszowska,54,13-515
168620519,Natalia,Mrozowska,Modliborzyce,Janiszewskiego Tomasza,674,19-507
30668727,Sabina,Wąsiel,Małogoszcz,Karwieńska,17,06-762
5004764,Bogusław,Nowakowski,Kożuchów,Brzechwy Jana,1354,58-778
62999671,Zenobiusz,Andrzejak,Lipsk,Smolenia Jana,157,12-980
60646392,Gromosław,Maciejewski,Dobrodzień,Herbowa,245,32-799
106459212,Ilona,Krawczyk,Gniew,Czarodziejska,1123,41-640
243149410,Dionizy,Lewandowski,Węgorzewo,Różyckiego Ludomira,1320,79-027
116873852,Janusz,Katlewicz,Jedlina-Zdrój,Andrychowska,673,24-355
62847024,Zyta,Oborska,Polkowice,Jarzębinowa,538,74-254
42269757,Wojtek,Kotkowski,Łomianki,Galeonowa,762,14-733
44682072,Jagoda,Kurska,Bierutów,Kosmonautów,860,86-586
5794319,Klementyna,Korzeniak,Osieczna,Jesienna,521,41-584
29541234,Iwon,Orzyłowski,Proszowice,Peipera Tadeusza,877,78-100
55643587,Rafał,Witkowski,Rychwał,Zagaje,707,55-323
25401608,Tymon,Ambroziak,Rzepin,Strzelińska,1189,39-579
105896126,Alek,Narzymski,Radlin,Chmiela Adama,584,41-719
345784309,Gerald,Kurowski,Brzozów,Mikołowska,708,98-471
70812030,Renata,Słabowska,Miejska Górka,Bożymira,813,55-103
4346165,Teodor,Raszewski,Wołczyn,Reglowa,738,83-270
214215113,Matylda,Krupska,Mogilno,28 Czerwca 1956 r.,1276,90-798
218052393,Przemek,Krawczyk,Sulechów,Wrońskiego Józefa,631,20-840
62723437,Eryk,Szabelski,Węgrów,Rzewieniowa,259,93-008
63671346,Aleksa,Leśniewska,Terespol,Średnia,932,11-910
123926846,Honorata,Różewicz,Świdwin,Fabianowo,698,61-648
49793549,Marietta,Krudowska,Młynary,Przyłuskiego Leona,124,13-902
175083113,Alicja,Żukowska,Zagórz,Świętego Jerzego,1278,59-541
68394563,Manuel,Lemański,Wyszogród,Śląska,347,40-443
58512151,Angela,Dobrzańska,Pajęczno,Latawcowa,299,30-872
10680459,Jacenty,Pośpiech,Grodzisk Mazowiecki,Jazowa,1103,25-956
417738167,Abel,Gawron,Gołańcz,Radojewo,15,88-855
22157194,Daniel,Wodziński,Wieliczka,Świebodzińska,822,05-071
66240291,Urszula,Kołłątaj,Jastrzębie Zdrój,Ochota,912,98-717
452239428,Irena,Waniek,Modliborzyce,Odległa,1375,96-739
20618839,Amadeusz,Matuszewski,Opatów,Justowska,880,78-206
78235503,Andżelika,Różycka,Nowogród Bobrzański,Harnasiów,468,12-378
162096404,Zdzisława,Olszewska,Mosina,Klin,1001,06-536
155278697,Gabryjel,Łańcucki,Nowe Skalmierzyce,Samorządowa,1070,98-772
64326228,Greta,Niemojowska,Czchów,Pustelnika,941,25-915
17513124,Marcelina,Hrycyk,Szklarska Poręba,Buraczana,1072,88-201
240765878,Ula,Orska,Bisztynek,Benedyktowicza Ludomira,367,03-751
63513547,Tomek,Gutowski,Biała,Wyciąska,49,14-076
61555995,Zosia,Platajs,Gąbin,Kirchmajera Wincentego,79,86-582
178176479,Konrad,Wojtaczka,Żelechów,Mrowińska,405,33-297
99328162,Irek,Malczewski,Piła,Andrychowska,1172,46-621
125575321,Eliza,Ciechanowska,Choszczno,Dziewiarzy,290,71-825
478523266,Halka,Jabłkowska,Oświęcim,Justowska,653,87-165
31170548,Konstancja,Dębicka,Kolbuszowa,Perłowska,1065,36-810
25209855,Bernadeta,Breza,Kołaczyce,Mirowska,1134,44-377
280799921,Patrycja,Krasińska,Lewin Brzeski,Hollendra Tadeusza,747,22-110
150818677,Elżbieta,Walicka,Rajgród,Ujejskiego Kornela,1384,65-078
134340888,Ignacja,Krudowska,Przasnysz,Bożymira,1331,10-078
24870939,Karola,Adamiuk,Aleksandrów Łódzki,Przytoczna,961,60-171
1340566,Szczepan,Piecha,Dobrzyca,Świętego Stanisława,147,19-489
362361177,Ligia,Gawłowska,Krobia,Fałęcki Rynek,1004,94-064
450232298,Milena,Malinowska,Gdańsk,Bolesława Wstydliwego,1058,14-205
204938300,Karol,Bogusz,Darłowo,Cichy Kącik,248,20-292
237823587,Bolesław,Olejniczak,Mikołajki,Tyniecka,991,93-790
44251821,Justynka,Jastrzębska,Czechowice-Dziedzice,Tylne Chwaliszewo,753,08-405
50279499,Pelagiusz,Wójcicki,Zakroczym,Barlinecka,1021,73-699
74940937,Teodor,Terlecki,Szadek,Rynarzewska,1194,90-768
309506953,Zofia,Krauze,Szklarska Poręba,Strycharska,748,30-019
96700512,Zygfryd,Zawiślak,Skaryszew,Węgrzecka,14,02-366
490048610,Izabela,Korzeniak,Szepietowo,700-Lecia,2,39-368
345328250,Lilianna,Bojanowska,Żory,Jaskółcza,41,27-228
84584713,Edward,Wasiak,Dobre Miasto,Obrzyca,160,19-295
19989860,Patrycja,Pardecka,Ostrowiec Świętokrzyski,Znanieckiego Floriana,838,59-841
170930127,Jędrzej,Pięta,Sokółka,Orla,238,74-256
50525538,Gromosław,Dobrzyński,Jordanów,Dzikiej Róży,863,43-697
400623124,Aleksa,Turczyńska,Łódź,Sarbinowska,1329,84-274
254118755,Eryka,Nowak,Nieszawa,Podgórna,1240,41-537
217939577,Dorota,Gancarczyk,Łobez,Rawicz-Mysłowskiego Mieczysława,554,72-156
146580483,Konstanty,Wawrzyniak,Katowice,Unisława,952,60-101
236260536,Adam,Onufrowicz,Puławy,Pyrzyczańska,750,92-755
179758089,Horacy,Jabłoński,Trzebnica,Landaua Lwa,909,15-893
72643780,Abel,Klimczuk,Dynów,Margaretkowa,291,07-864
71970199,Klara,Suchocka,Zduńska Wola,Kubiaka Zygmunta,506,94-392
101999580,Cezariusz,Horodecki,Ryglice,Uniwersału Połanieckiego,963,75-308
177536586,Ryszard,Tworzewski,Człuchów,Opty,1154,51-251
60075915,Krystian,Podsiadło,Pilzno,Jezierskiego Wincentego,100,30-802
85240691,Sandra,Krupska,Wodzisław Śląski,Strzałkowska,722,71-254
10540256,Hanna,Ostrowska,Oleśnica,Czyżyków,80,32-186
13664494,Jagna,Kuraś,Gozdnica,Łazarski Rynek,938,05-553
69601939,Gabryjel,Niewiadomski,Myszków,Do Przystani,619,43-238
28897538,Remigiusz,Turowski,Czerwieńsk,Biebrzańska,498,71-640
213467096,Boguchwał,Niemojowski,Blachownia,Rybałtowska,1036,54-980
4175713,Iwan,Narkiewicz,Skórcz,Macierzanki,843,31-898
347543558,Estera,Makowska,Strzelin,Koźmiana Kajetana,1185,04-109
133369589,Olek,Nowacki,Dobrzyń nad Wisłą,Turystyczna,1199,71-050
17248522,Arek,Dziadosz,Kutno,Wypoczynkowa,947,93-422
523001399,Bianka,Jakimowicz,Starachowice,Słowackiego Juliusza,1353,74-873
33698151,Waldek,Kmiecik,Kleszczele,Nowolipki,1336,37-023
102387794,Jula,Glinka,Pieńsk,Hiacyntowa,1094,90-753
85701709,Marta,Błachowska,Warta,Czyżyńska,863,39-644
153004208,Zygmund,Skubiszyński,Kisielice,Tucholska,1140,26-512
181643822,Ryszard,Wiszowaty,Kołobrzeg,Gościnna,484,19-991
151974997,Apoloniusz,Wieczorkowski,Kraków,Swoboda,363,83-468
250137512,Kinga,Raniszewska,Rajgród,Kalwaryjska,850,33-787
378573064,Bernadetta,Surdykowska,Kolbuszowa,Strzelińska,937,22-021
42779840,Czesław,Arciszewski,Krynica Morska,Irysowa,858,60-338
562185348,Gabriela,Frykowska,Skoki,Odnowiciela Kazimierza,311,61-404
209915271,Marcela,Ambroziak,Bieruń,Odmogile,766,36-266
98147988,Lusia,Suwart,Dolsk,Kowalówki Henryka,915,52-001
13757286,Hubert,Słodkowski,Swarzędz,Podgórna,833,67-660
5318493,Lubomir,Wilczyński,Skoczów,Domki,747,68-637
105484401,Franciszek,Witczyk,Kęty,Rybitwy,214,87-130
85835712,Jędrek,Adamiec,Włodawa,Gardowska,41,47-994
244236699,Diana,Czechowska,Miejska Górka,Lanckorońska,91,67-306
17167500,Albina,Rymkiewicz,Police,Wyrwy-Furgalskiego Tadeusza,948,16-173
62288778,Romuald,Orzyłowski,Sławków,Połomskiego Tadeusza,271,10-542
43547591,Radziwił,Dąbkowski,Wąbrzeźno,Zaczarowane Koło,1277,03-393
3949633,Hubert,Pietraszek,Czaplinek,Librowszczyzna,286,82-995
468205081,Augustyna,Szczytko,Karpacz,Strażacka,454,34-136
44603017,Monika,Stachyra,Bystrzyca Kłodzka,Szadecka,855,42-830
19545886,Leszek,Krajewski,Sejny,Sulańska,868,50-214
43223264,Dagmar,Orzyłowski,Otmuchów,Wituchowska,623,39-674
227329641,Lidia,Żmuda,Nowy Dwór Mazowiecki,Snopowa,81,71-283
441861767,Arleta,Kołodziejska,Mogilno,Żuraszka Zygmunta,557,28-839
651501086,Danka,Golka,Maszewo,Wietrzykowskich,567,55-667
500555140,Lilia,Bohosiewicz,Trzcianka,Kanonierów,68,84-829
75442574,Boguchwał,Pluta,Zielona Góra,Jesienna,781,98-373
339308109,Ola,Domachowska,Więcbork,Langiewicza Mariana,1186,91-338
34746762,Sławek,Suchocki,Mikstat,Lecznicza,4,20-453
15030889,Felicja,Bizoń,Piaseczno,Felicjanek,444,26-207
4058743,Tomasz,Maculewicz,Kraków,Bieńczycka,1320,67-110
486720988,Telesfor,Wodzyński,Głogów Małopolski,Lasek,1253,46-185
64781469,Fryderyk,Kołodziejski,Szczyrk,Wołczyńska,1111,60-357
50746220,Hugo,Okulski,Gołańcz,Rodziewiczówny Marii,1049,08-658
153019876,Waldek,Gucwa,Żychlin,Kronikarza Galla,399,37-399
140989131,Oskar,Gołębiewski,Brok,Ostrowska,402,54-727
265447740,Bolesław,Kaczor,Lubawa,Pamiętna,1170,41-491
27395840,Sandra,Tarczyńska,Dębno,Kanclerska,484,76-054
103718569,Różanna,Godlewska,Sosnowiec,Włóczków,863,91-389
529281960,Klara,Małłek,Duszniki-Zdrój,Świętego Marcina,961,64-023
2227467,Kryspian,Drewniowski,Gostynin,Głogowiec,458,29-009
279678,Berta,Grocholska,Morąg,Nowogródzka,966,74-221
7475579,Hubert,Różewicz,Poddębice,Rugego Tadeusza,1332,95-184
457487321,Jakub,Grocholski,Oleśnica,Perzycka,442,22-603
12631445,Hieronim,Szklarski,Lubień Kujawski,Czeczeńska,150,48-124
464044,Horacy,Jarczyński,Korsze,Mińska,889,39-267
83878819,Ligia,Okulska,Lubań,Gąsawska,595,90-418
21818506,Radosława,Rafalska,Starogard Gdański,Skryta,361,54-182
42820742,Felicjana,Otyś,Trzemeszno,Kantorowicka,926,24-630
67182108,Urszula,Walicka,Kosów Lacki,Daliowa,572,72-218
10094380,Miron,Popek,Kamień Pomorski,Kuźnicza,436,34-206
17918377,Jadwiga,Waglewska,Mordy,Krzyżówki,549,12-804
179824752,Elżbieta,Damboń,Oleśnica,Garbarska,1210,28-530
391071092,Marzena,Łańcucka,Myślibórz,Wałbrzyska,1279,69-373
134167209,Agaton,Ambroziak,Starogard Gdański,Grzegórzecka,565,72-296
120371058,Maksym,Olechnowicz,Śrem,Grabowskiego Ambrożego,1068,77-831
91520904,Lucjan,Pięta,Szczyrk,Filipińska,449,32-636
178718,Emil,Urbanik,Miejska Górka,Piaśnicka,850,09-837
5656517,Maks,Halicki,Wołomin,Sterowa,901,96-944
31399568,Zenek,Zawadzki,Brzeg Dolny,Czorsztyńska,822,33-767
155411229,Grzymisława,Olszewska,Suwałki,Bociania,504,73-038
128196003,Tomek,Piwarski,Lubsko,Centkiewiczów,951,81-453
207730654,Aron,Waligórski,Czerwionka-Leszczyny,Gramatyka,1256,54-474
39099264,Dalia,Mackaewicz,Drawno,Charzykowska,546,37-143
27725047,Aga,Kwiek,Orzesze,Miętowa,947,70-970
165824878,Franciszek,Golka,Koziegłowy,Doleńska,913,50-073
208446392,Rysiek,Wisowaty,Zbąszynek,Horaka Alojzego,481,23-774
453010972,Tytus,Różycki,Golczewo,Głuchowska,1281,21-003
46474222,Witold,Dziadosz,Ziębice,Zaścianek,911,56-286
442765296,Franciszka,Dziadosz,Kożuchów,Lubieńska,1281,88-350
64446747,Leona,Zaremba,Pilica,Bychawska,741,58-694
26887666,Robert,Piekarski,Annopol,Szyperska,1132,44-449
141164421,Teodor,Świnarski,Bodzentyn,Opiala Zdzisława,317,18-636
60306608,Lech,Piętka,Rawa Mazowiecka,Europejska,1328,15-137
75680320,Teodor,Majerski,Przemyśl,Szarotki,1145,49-569
